unique_id,black,blk_num
CA_Oakland_C35,"no: threat, however N/A",0
CA_Oakland_C36,"N/A no: threat, however",0
CA_Oakland_C37,N/A no,0
CA_Oakland_C38,"N/A no: threat, however",0
CA_Oakland_C39,N/A no,0
CA_Oakland_C4,threat 1/10%,0.1
CA_Oakland_C40,one family 1/10%,0.1
CA_Oakland_C41,1/2% three families,0.5
CA_Oakland_C5,- No,0
CA_Oakland_C6,"- Very few (trace, servant class)",0
CA_Oakland_C7,Two families 1/10%,0.1
CA_Oakland_C8,- No,0
CA_Oakland_C9,Yes (very few) 1/4%,0.25
CA_Oakland_D1,N/A no,0
CA_Oakland_D10,10% yes,10
CA_Oakland_D11,very few 1%,1
CA_Oakland_D12,,0
CA_Oakland_D13,two families 1/2%,0.5
CA_Oakland_D14,1/2% 6 families,0.5
CA_Oakland_D15,1% yes,1
CA_Oakland_D16,N/A no,0
CA_Oakland_D17,N/A no,0
CA_Oakland_D18,yes 2%,2
CA_Oakland_D19,1/4% yes (very few),0.25
CA_Oakland_D2,scattered 1%,1
CA_Oakland_D20,yes 3%,3
CA_Oakland_D3,2% scattered,2
CA_Oakland_D4,50% yes,50
CA_Oakland_D5,"yes, 12 families or more 3 to 4%",4
CA_Oakland_D6,3% yes,3
CA_Oakland_D7,15% yes,15
CA_Oakland_D8,40% yes,40
CA_Oakland_D9,yes 10%,10
CA_San Jose_A1,No,0
CA_San Jose_A2,No,0
CA_San Jose_B1,None,0
CA_San Jose_B2,No,0
CA_San Jose_B3,No,0
CA_San Jose_B4,No,0
CA_San Jose_B5,No,0
CA_San Jose_B6,No,0
CA_San Jose_B7,No,0
CA_San Jose_C1,Yes,5.4725
CA_San Jose_C10,None,0
CA_San Jose_C11,No,0
CA_San Jose_C12,No,0
CA_San Jose_C13,No,0
CA_San Jose_C14,No,0
CA_San Jose_C15,No,0
CA_San Jose_C2,No,0
CA_San Jose_C3,No,0
CA_San Jose_C4,No,0
CA_San Jose_C5,None   No,0
CA_San Jose_C6,None,0
CA_San Jose_C7,No,0
CA_San Jose_C8,No,0
CA_San Jose_C9,No,0
CA_San Jose_D1,No,0
CA_San Jose_D10,No,0
CA_San Jose_D11,1% yes,1
CA_San Jose_D2,No,0
CA_San Jose_D3,Yes 10%,10
CA_San Jose_D4,2% Yes,2
CA_San Jose_D5,2% Yes,2
CA_San Jose_D6,no,0
CA_San Jose_D7,no,0
CA_San Jose_D8,- No,0
CA_San Jose_D9,No,0
CT_New Haven_A1,0 No,0
CT_New Haven_A2,No 0,0
CT_New Haven_A3,No 0,0
CT_New Haven_A4,0 No,0
CT_New Haven_A5,No 0,0
CT_New Haven_A6,0 No,0
CT_New Haven_A7,No 0,0
CT_New Haven_A8,No 0,0
CT_New Haven_B1,0 No,0
CT_New Haven_B10,No 0,0
CT_New Haven_B2,No 0,0
CT_New Haven_B3,0 No,0
CT_New Haven_B4,0 No,0
CT_New Haven_B5,No 0,0
CT_New Haven_B6,0 No,0
CT_New Haven_B7,No 0,0
CT_New Haven_B8,No 0,0
CT_New Haven_B9,No 0,0
CT_New Haven_C1,0 No,0
CT_New Haven_C10,0 No,0
CT_New Haven_C11,0 No,0
CT_New Haven_C12,0 No,0
CT_New Haven_C13,No 0,0
CT_New Haven_C14,No 0,0
CT_New Haven_C15,No 0,0
CT_New Haven_C16,No 0,0
CT_New Haven_C17,0 No,0
CT_New Haven_C18,No 0,0
CT_New Haven_C19,No 0,0
CT_New Haven_C2,0 No,0
CT_New Haven_C20,0 No,0
CT_New Haven_C3,2 Yes,2
CT_New Haven_C4,No 0,0
CT_New Haven_C5,0 No,0
CT_New Haven_C6,0 No,0
CT_New Haven_C7,0 No,0
CT_New Haven_C8,0 No,0
CT_New Haven_C9,0 No,0
CT_New Haven_D1,No 0,0
CT_New Haven_D2,No 0,0
CT_New Haven_D3,Yes 20,20
CT_New Haven_D4,Yes 70,70
CT_New Haven_D5,5 Yes (Scattered),5
CT_New Haven_D6,0 No,0
CT_New Haven_D7,0 No,0
CT_New Haven_D8,2 Yes (scattered),2
CT_New Haven_D9,No 0,0
"CT_Stamford, Darien, and New Canaan_A1",No 0,0
"CT_Stamford, Darien, and New Canaan_A2",0 No,0
"CT_Stamford, Darien, and New Canaan_A3",No 0,0
"CT_Stamford, Darien, and New Canaan_A4",No 0,0
"CT_Stamford, Darien, and New Canaan_A5",No 0,0
"CT_Stamford, Darien, and New Canaan_A6",No 0,0
"CT_Stamford, Darien, and New Canaan_A7",0 No,0
"CT_Stamford, Darien, and New Canaan_A8",No 0,0
"CT_Stamford, Darien, and New Canaan_B1",No 0,0
"CT_Stamford, Darien, and New Canaan_B10",0 No,0
"CT_Stamford, Darien, and New Canaan_B2",No 0,0
"CT_Stamford, Darien, and New Canaan_B3",No 0,0
"CT_Stamford, Darien, and New Canaan_B4",No 0,0
"CT_Stamford, Darien, and New Canaan_B5",0 See No. 14,0
"CT_Stamford, Darien, and New Canaan_B6",0 No,0
"CT_Stamford, Darien, and New Canaan_B7",0 No,0
"CT_Stamford, Darien, and New Canaan_B8",0 No,0
"CT_Stamford, Darien, and New Canaan_B9",No 0,0
"CT_Stamford, Darien, and New Canaan_C1",1 Yes (confined),1
"CT_Stamford, Darien, and New Canaan_C2",10 Yes (See No. 14),10
"CT_Stamford, Darien, and New Canaan_C3",2 Yes (See No. 14),2
"CT_Stamford, Darien, and New Canaan_C4",Yes (see No. 14) 1,14
"CT_Stamford, Darien, and New Canaan_C5",0 No,0
"CT_Stamford, Darien, and New Canaan_C6",0 No,0
"CT_Stamford, Darien, and New Canaan_D1",Yes 30,30
"CT_Stamford, Darien, and New Canaan_D2",20 Yes,20
"CT_Stamford, Darien, and New Canaan_D3",5 Yes,5
CT_Waterbury_A1,0 No,0
CT_Waterbury_B1,No 0,0
CT_Waterbury_B2,0 No,0
CT_Waterbury_B3,0 No,0
CT_Waterbury_B4,No 0,0
CT_Waterbury_B5,No 0,0
CT_Waterbury_C1,0 No,0
CT_Waterbury_C2,No 0,0
CT_Waterbury_C3,0 No,0
CT_Waterbury_C4,No 0,0
CT_Waterbury_C5,1 Yes (scatterd),1
CT_Waterbury_C6,No 0,0
CT_Waterbury_C7,No 0,0
CT_Waterbury_D1,0 No,0
CT_Waterbury_D2,Yes 30,30
FL_St. Petersburg_A1,No,0
FL_St. Petersburg_A2,No,0
FL_St. Petersburg_A3,No,0
FL_St. Petersburg_A4,None,0
FL_St. Petersburg_A5,,0
FL_St. Petersburg_B1,No,0
FL_St. Petersburg_B2,No,0
FL_St. Petersburg_B3,No,0
FL_St. Petersburg_B4,No,0
FL_St. Petersburg_B5,No,0
FL_St. Petersburg_B6,None,0
FL_St. Petersburg_B7,None,0
FL_St. Petersburg_B8,None,0
FL_St. Petersburg_B9,None,0
FL_St. Petersburg_C1,No,0
FL_St. Petersburg_C10,No,0
FL_St. Petersburg_C11,,0
FL_St. Petersburg_C12,,0
FL_St. Petersburg_C13,,0
FL_St. Petersburg_C14,,0
FL_St. Petersburg_C15,,0
FL_St. Petersburg_C16,,0
FL_St. Petersburg_C17,,0
FL_St. Petersburg_C18,,0
FL_St. Petersburg_C19,,0
FL_St. Petersburg_C2,No,0
FL_St. Petersburg_C20,,0
FL_St. Petersburg_C3,No,0
FL_St. Petersburg_C4,No,0
FL_St. Petersburg_C5,No,0
FL_St. Petersburg_C6,No,0
FL_St. Petersburg_C7,No,0
FL_St. Petersburg_C8,No,0
FL_St. Petersburg_C9,No,0
FL_St. Petersburg_D1,No,0
FL_St. Petersburg_D10,,0
FL_St. Petersburg_D11,,0
FL_St. Petersburg_D12,,0
FL_St. Petersburg_D13,,0
FL_St. Petersburg_D14,,0
FL_St. Petersburg_D2,No,0
FL_St. Petersburg_D3,No,0
FL_St. Petersburg_D4,,0
FL_St. Petersburg_D5,No,0
FL_St. Petersburg_D6,Yes 98,98
FL_St. Petersburg_D7,95 Yes,95
FL_St. Petersburg_D8,,0
FL_St. Petersburg_D9,,0
GA_Augusta_A1,None,0
GA_Augusta_B1,None,0
GA_Augusta_B2,None,0
GA_Augusta_B3,None,0
GA_Augusta_B4,No,0
GA_Augusta_B5,None,0
GA_Augusta_B6,None,0
GA_Augusta_B7,None,0
GA_Augusta_B8,None,0
GA_Augusta_B9,None,0
GA_Augusta_C1,None,0
GA_Augusta_C2,5% Yes,5
GA_Augusta_C3,None,0
GA_Augusta_C4,None,0
GA_Augusta_C5,None,0
GA_Augusta_C6,None,0
GA_Augusta_C7,None,0
GA_Augusta_C8,None,0
GA_Augusta_D1,Yes 7.50%,7
GA_Augusta_D10,D-9 - 50%; D-10 - 50%; D-11 - 90% D-9 - Yes; D-10 - Yes; D-11 - Yes,9
GA_Augusta_D11,D-9 - Yes; D-10 - Yes; D-11 - Yes D-9 - 50%; D-10 - 50%; D-11 - 90%,9
GA_Augusta_D12,100 Yes,100
GA_Augusta_D2,25% Yes,25
GA_Augusta_D3,None,0
GA_Augusta_D4,D-4 - Yes; D-5 - No D-4 - 25%; D-5 - 0%,4
GA_Augusta_D5,D-4 - Yes; D-5 - No D-4 - 25%; D-5 - 0%,4
GA_Augusta_D6,7.50% Yes,7
GA_Augusta_D7,100% Yes,100
GA_Augusta_D8,100% Yes,100
GA_Augusta_D9,D-9 - Yes; D-10 - Yes; D-11 - Yes D-9 - 50%; D-10 - 50%; D-11 - 90%,9
GA_Columbus_A1,None,0
GA_Columbus_A2,None,0
GA_Columbus_A3,None,0
GA_Columbus_A4,None,0
GA_Columbus_B1,No,0
GA_Columbus_B2,No,0
GA_Columbus_B3,No,0
GA_Columbus_B4,No,0
GA_Columbus_B5,No,0
GA_Columbus_B6,No,0
GA_Columbus_B7,No,0
GA_Columbus_C1,No,0
GA_Columbus_C2,No,0
GA_Columbus_C3,No,0
GA_Columbus_C4,No,0
GA_Columbus_C5,No,0
GA_Columbus_C6,No,0
GA_Columbus_C7,No,0
GA_Columbus_C8,No,0
GA_Columbus_C9,No,0
GA_Columbus_D1,"D-4 100% and D-5 100% Yes, D-1 50%, D-3 35%",4
GA_Columbus_D2,Yes 50,50
GA_Columbus_D3,"D-4 100% and D-5 100% Yes, D-1 50%, D-3 35%",4
GA_Columbus_D4,"D-4 100% and D-5 100% Yes, D-1 50%, D-3 35%",4
GA_Columbus_D5,"D-4 100% and D-5 100% Yes, D-1 50%, D-3 35%",4
GA_Macon_A1,No,0
GA_Macon_A2,No,0
GA_Macon_B1,No,0
GA_Macon_B2,None,0
GA_Macon_B3,None,0
GA_Macon_B4,No,0
GA_Macon_B5,None,0
GA_Macon_B6,No,0
GA_Macon_C1,None,0
GA_Macon_C10,No,0
GA_Macon_C11,No,0
GA_Macon_C12,No,0
GA_Macon_C13,No,0
GA_Macon_C14,No,0
GA_Macon_C15,No,0
GA_Macon_C16,No,0
GA_Macon_C2,None,0
GA_Macon_C3,None,0
GA_Macon_C4,No,0
GA_Macon_C5,No,0
GA_Macon_C6,No,0
GA_Macon_C7,No,0
GA_Macon_C8,No,0
GA_Macon_C9,No,0
GA_Macon_D1,No,0
GA_Macon_D10,Yes 50%,50
GA_Macon_D11,No,0
GA_Macon_D12,40% Yes,40
GA_Macon_D13,99% Yes,99
GA_Macon_D14,Yes 95%,95
GA_Macon_D15,Yes 100%,100
GA_Macon_D16,Yes 100%,100
GA_Macon_D2,Yes 50%,50
GA_Macon_D3,Yes 10%,10
GA_Macon_D4,7% Yes,7
GA_Macon_D5,7% Yes,7
GA_Macon_D6,Yes 3%,3
GA_Macon_D7,No,0
GA_Macon_D8,No,0
GA_Macon_D9,Yes 45%,45
IL_Decatur_A1,None 0,0
IL_Decatur_A2,None 0,0
IL_Decatur_B1,None 0,0
IL_Decatur_B2,None 0,0
IL_Decatur_B3,0 None,0
IL_Decatur_B4,None 0,0
IL_Decatur_B5,0 None,0
IL_Decatur_B6,0 None,0
IL_Decatur_B7,None 0,0
IL_Decatur_C1,None 0,0
IL_Decatur_C2,0 None,0
IL_Decatur_C3,0 None,0
IL_Decatur_C4,Few on Wood Street. 2,2
IL_Decatur_C5,None 0,0
IL_Decatur_C6,0 None,0
IL_Decatur_D1,0 None,0
IL_Decatur_D2,Yes 5,5
IL_Decatur_D3,Yes 25,25
IL_Decatur_D4,25-30 Yes,25
IL_Decatur_D5,50 Yes,50
IL_Decatur_D6,0 None,0
IL_Joliet_A1,0 None,0
IL_Joliet_B1,No -,0
IL_Joliet_B2,No 0,0
IL_Joliet_B3,No --,0
IL_Joliet_B4,-- None,0
IL_Joliet_B5,-- No,0
IL_Joliet_B6,None --,0
IL_Joliet_B7,-- None,0
IL_Joliet_B8,- None,0
IL_Joliet_C1,-- None,0
IL_Joliet_C10,-- None,0
IL_Joliet_C11,None --,0
IL_Joliet_C12,-- None,0
IL_Joliet_C13,None --,0
IL_Joliet_C14,None --,0
IL_Joliet_C2,None --,0
IL_Joliet_C3,Yes 1,1
IL_Joliet_C4,"-- Few, if any",3.0714285714285716
IL_Joliet_C5,None --,0
IL_Joliet_C6,1 Yes,1
IL_Joliet_C7,-- None,0
IL_Joliet_C8,None --,0
IL_Joliet_C9,-- None,0
IL_Joliet_D1,Yes 1,1
IL_Joliet_D2,2 Yes,2
IL_Joliet_D3,Yes 50,50
IL_Joliet_D4,No --,0
IL_Joliet_D5,Yes 20,20
IL_Joliet_D6,-- None,0
IL_Joliet_D7,Yes 80,80
IL_Joliet_D8,-- None,0
IL_Joliet_D9,Yes 90,90
IL_Springfield_C4,No 0,0
IL_Springfield_C5,0 No,0
IL_Springfield_C6,0 No,0
IL_Springfield_C7,No 0,0
IL_Springfield_D1,No 0,0
IL_Springfield_D10,0 No,0
IL_Springfield_D11,0 No,0
IL_Springfield_D12,No 0,0
IL_Springfield_D13,No 0,0
IL_Springfield_D2,0 No,0
IL_Springfield_D3,0 No,0
IL_Springfield_D4,"Scattered, if any 0",0
IL_Springfield_D5,No 0,0
IL_Springfield_D6,Along 2nd Street 5,5
IL_Springfield_D7,No 0,0
IL_Springfield_D7-A,25 Yes,25
IL_Springfield_D7-B,Yes 5,5
IL_Springfield_D8,20 Yes,20
IL_Springfield_D9,5 Yes,5
IN_Evansville_A1,None,0
IN_Evansville_A2,None,0
IN_Evansville_B1,None,0
IN_Evansville_B2,None,0
IN_Evansville_B3,None,0
IN_Evansville_C1,Yes 5,5
IN_Evansville_C10,None,0
IN_Evansville_C11,None,0
IN_Evansville_C12,,0
IN_Evansville_C2,None,0
IN_Evansville_C3,5 Yes,5
IN_Evansville_C4,None,0
IN_Evansville_C5,None,0
IN_Evansville_C6,None,0
IN_Evansville_C7,None,0
IN_Evansville_C8,None,0
IN_Evansville_C9,None,0
IN_Evansville_D1,,0
IN_Evansville_D2,None,0
IN_Evansville_D3,,0
IN_Evansville_D4,10 Yes,10
IN_Evansville_D5,,0
IN_Evansville_D6,70 Yes,70
IN_Evansville_D7,40 Yes,40
IN_Fort Wayne_A1,None,0
IN_Fort Wayne_A2,None,0
IN_Fort Wayne_A3,None,0
IN_Fort Wayne_A4,None,0
IN_Fort Wayne_A5,None,0
IN_Fort Wayne_B1,None,0
IN_Fort Wayne_B10,None,0
IN_Fort Wayne_B11,None,0
IN_Fort Wayne_B12,None,0
IN_Fort Wayne_B13,None,0
IN_Fort Wayne_B14,None,0
IN_Fort Wayne_B15,None,0
IN_Fort Wayne_B2,None,0
IN_Fort Wayne_B3,None,0
IN_Fort Wayne_B4,None,0
IN_Fort Wayne_B5,None,0
IN_Fort Wayne_B6,None,0
IN_Fort Wayne_B7,None,0
IN_Fort Wayne_B8,None,0
IN_Fort Wayne_B9,None,0
IN_Fort Wayne_C1,None,0
IN_Fort Wayne_C10,None,0
IN_Fort Wayne_C11,None,0
IN_Fort Wayne_C12,None,0
IN_Fort Wayne_C13,None,0
IN_Fort Wayne_C14,None,0
IN_Fort Wayne_C15,None,0
IN_Fort Wayne_C16,None,0
IN_Fort Wayne_C17,None,0
IN_Fort Wayne_C18,None,0
IN_Fort Wayne_C19,None,0
IN_Fort Wayne_C2,None,0
IN_Fort Wayne_C3,None,0
IN_Fort Wayne_C4,None,0
IN_Fort Wayne_C5,None,0
IN_Fort Wayne_C6,None,0
IN_Fort Wayne_C7,None,0
IN_Fort Wayne_C8,None,0
IN_Fort Wayne_C9,None,0
IN_Fort Wayne_D1,Yes 50,50
IN_Fort Wayne_D2,None,0
IN_Fort Wayne_D3,Yes 40,40
IN_Fort Wayne_D4,Yes 80,80
IN_Fort Wayne_D5,None,0
IN_Fort Wayne_D6,Yes 20,20
IN_Indianapolis_A1,None,0
IN_Indianapolis_A2,None,0
IN_Indianapolis_A3,None,0
IN_Indianapolis_A4,None,0
IN_Indianapolis_A5,None,0
IN_Indianapolis_B1,No,0
IN_Indianapolis_B10,None,0
IN_Indianapolis_B11,None,0
IN_Indianapolis_B12,Yes - see below #14,14
IN_Indianapolis_B13,None,0
IN_Indianapolis_B14,None,0
IN_Indianapolis_B15,None,0
IN_Indianapolis_B16,None,0
IN_Indianapolis_B17,None,0
IN_Indianapolis_B2,None,0
IN_Indianapolis_B3,None,0
IN_Indianapolis_B4,None,0
IN_Indianapolis_B5,None,0
IN_Indianapolis_B6,None,0
IN_Indianapolis_B7,2 negro families only,1
IN_Indianapolis_B8,None,0
IN_Indianapolis_B9,None,0
IN_Indianapolis_C1,Few,3.0714285714285716
IN_Indianapolis_C10,3 families only,1.5
IN_Indianapolis_C11,Four families only,2
IN_Indianapolis_C12,No,0
IN_Indianapolis_C13,few,3.0714285714285716
IN_Indianapolis_C14,None,0
IN_Indianapolis_C15,None,0
IN_Indianapolis_C16,Few,3.0714285714285716
IN_Indianapolis_C17,East portion: 10 Families,5
IN_Indianapolis_C18,None,0
IN_Indianapolis_C19,No,0
IN_Indianapolis_C2,3 Yes,3
IN_Indianapolis_C20,None,0
IN_Indianapolis_C21,None,0
IN_Indianapolis_C22,None,0
IN_Indianapolis_C23,None,0
IN_Indianapolis_C24,None,0
IN_Indianapolis_C3,Yes - very few,0.5
IN_Indianapolis_C4,1 Yes,1
IN_Indianapolis_C5,None,0
IN_Indianapolis_C6,None,0
IN_Indianapolis_C7,None,0
IN_Indianapolis_C8,Yes,25.679591836734694
IN_Indianapolis_C9,None,0
IN_Indianapolis_D1,None,0
IN_Indianapolis_D10,1 Yes,1
IN_Indianapolis_D11,2% yes,2
IN_Indianapolis_D12,Yes 3%,3
IN_Indianapolis_D13,Yes 2,2
IN_Indianapolis_D14,None,0
IN_Indianapolis_D15,No,0
IN_Indianapolis_D16,Yes 1/2,0.5
IN_Indianapolis_D17,3 Yes,3
IN_Indianapolis_D18,10 Yes,10
IN_Indianapolis_D19,2 Yes,2
IN_Indianapolis_D2,None,0
IN_Indianapolis_D20,Few Yes,3.0714285714285716
IN_Indianapolis_D21,60 Yes,60
IN_Indianapolis_D22,Yes 20,20
IN_Indianapolis_D23,No,0
IN_Indianapolis_D24,None,0
IN_Indianapolis_D25,90 Yes,90
IN_Indianapolis_D26,25 yes,25
IN_Indianapolis_D27,60 yes,60
IN_Indianapolis_D3,None,0
IN_Indianapolis_D4,3 Yes,3
IN_Indianapolis_D5,Yes 1/2,0.5
IN_Indianapolis_D6,Few 2,2
IN_Indianapolis_D7,Yes 60,60
IN_Indianapolis_D8,Yes 20%,20
IN_Indianapolis_D9,3% Yes,3
IN_Muncie_B1,none N/A,0
IN_Muncie_B2,none N/A,0
IN_Muncie_B3,N/A none,0
IN_Muncie_C1,none,0
IN_Muncie_C10,none N/A,0
IN_Muncie_C11,N/A none,0
IN_Muncie_C12,none N/A,0
IN_Muncie_C13,none N/A,0
IN_Muncie_C14,N/A none,0
IN_Muncie_C15,none N/A,0
IN_Muncie_C2,none N/A,0
IN_Muncie_C3,none N/A,0
IN_Muncie_C4,N/A none,0
IN_Muncie_C5,none N/A,0
IN_Muncie_C6,N/A none,0
IN_Muncie_C7,N/A none,0
IN_Muncie_C8,N/A none,0
IN_Muncie_C9,N/A none,0
IN_Muncie_D1,none N/A,0
IN_Muncie_D2,85% yes,85
IN_Muncie_D3,none N/A,0
IN_Muncie_D4,N/A none,0
IN_Muncie_D5,75% yes,75
IN_Muncie_D6,N/A none,0
IN_Muncie_D7,N/A none,0
IN_South Bend_A1,None,0
IN_South Bend_A2,None,0
IN_South Bend_A3,None,0
IN_South Bend_A4,None,0
IN_South Bend_A5,None,0
IN_South Bend_A6,None,0
IN_South Bend_B1,None,0
IN_South Bend_B10,No,0
IN_South Bend_B11,None,0
IN_South Bend_B12,None,0
IN_South Bend_B13,None,0
IN_South Bend_B2,none,0
IN_South Bend_B3,None,0
IN_South Bend_B4,None,0
IN_South Bend_B5,None,0
IN_South Bend_B6,None,0
IN_South Bend_B7,None,0
IN_South Bend_B8,None,0
IN_South Bend_B9,None,0
IN_South Bend_C1,None,0
IN_South Bend_C10,No,0
IN_South Bend_C2,4 Yes,4
IN_South Bend_C3,3 families,1.5
IN_South Bend_C4,No,0
IN_South Bend_C5,No,0
IN_South Bend_C6,None,0
IN_South Bend_C7,No,0
IN_South Bend_C8,None,0
IN_South Bend_C9,No,0
IN_South Bend_D1,None,0
IN_South Bend_D10,No,0
IN_South Bend_D2,100 Yes,100
IN_South Bend_D3,20 Yes,20
IN_South Bend_D4,No,0
IN_South Bend_D5,90 Yes,90
IN_South Bend_D6,Yes 30,30
IN_South Bend_D7,None,0
IN_South Bend_D8,50% Yes,50
IN_South Bend_D9,None,0
KS_Wichita_A1,None,0
KS_Wichita_A2,None,0
KS_Wichita_A3,No,0
KS_Wichita_A4,No,0
KS_Wichita_A5,No,0
KS_Wichita_A6,No,0
KS_Wichita_A7,No,0
KS_Wichita_B1,None,0
KS_Wichita_B2,None,0
KS_Wichita_B3,No,0
KS_Wichita_B4,No,0
KS_Wichita_B5,No,0
KS_Wichita_C1,No,0
KS_Wichita_C2,no,0
KS_Wichita_C3,no,0
KS_Wichita_C4,no,0
KS_Wichita_C5,no,0
KS_Wichita_C6,No,0
KS_Wichita_D1,3 or 4 families,2
KS_Wichita_D10,about 10 families,5
KS_Wichita_D11,No,0
KS_Wichita_D12,No,0
KS_Wichita_D13,no,0
KS_Wichita_D2,85 yes,85
KS_Wichita_D3,Only 2 or 3 families,1.5
KS_Wichita_D4,none,0
KS_Wichita_D5,none,0
KS_Wichita_D6,yes 10,10
KS_Wichita_D7,probably eight families,4
KS_Wichita_D8,very few if any,0.5
KS_Wichita_D9,no,0
MA_Brockton_A1,no -,0
MA_Brockton_A2,- none,0
MA_Brockton_B1,no -,0
MA_Brockton_B2,No,0
MA_Brockton_B3,no,0
MA_Brockton_C1,none,0
MA_Brockton_C10,no -,0
MA_Brockton_C2,No,0
MA_Brockton_C3,no,0
MA_Brockton_C4,- no,0
MA_Brockton_C5,0 no,0
MA_Brockton_C6,no,0
MA_Brockton_C7,2 yes,2
MA_Brockton_C8,no   no,0
MA_Brockton_D1,5 yes,5
MA_Haverhill_A1,no,0
MA_Haverhill_A2,no,0
MA_Haverhill_B1,no,0
MA_Haverhill_B2,no,0
MA_Haverhill_B3,no,0
MA_Haverhill_B4,no,0
